Filename,Tempo (BPM),Clock Density (Onsets/Sec),Beat Density (Beats/Sec),Onsets per Beat,Pitch SD,Pitch Mean,Pitch Median,Pitch Entropy,Intervallic Variability
EpcMLReZ0GU.wav,198.76802884615384,2.484640378886888,1.6086993639572733,1.544502617801047,3.3638882182136607,5.088235294117647,4.5,3.4439283602543873,4.549962729254276
U4vxVS7cVzA.wav,246.09375,2.0048104222937595,2.0101001595557486,0.9973684210526316,2.9885377736765113,6.044444444444444,7.0,3.235724486655665,3.596658228581518
u-czRHsSGhQ.wav,322.998046875,2.0561459009474015,2.6114260072697917,0.7873651771956857,2.9962168963513136,5.391304347826087,5.0,3.2973961301024906,4.0578532304047386
gyT2-YtASqc.wav,215.33203125,2.6111713952505893,1.7547231115299535,1.4880817253121452,2.9702367310006212,5.217391304347826,5.0,3.2797905248425065,4.1292713368264575
2VJdh2rS3xA.wav,224.69429347826087,3.889372445765352,1.8246438634454738,2.1315789473684212,3.7200761869529897,4.732142857142857,5.0,3.2538956638488377,4.882215998688632
8WVqHC1dPuc.wav,198.76802884615384,1.9932703360396915,1.5978226018119779,1.2474916387959867,3.123299783711941,5.43859649122807,5.0,3.290001694072631,3.9641248358604595
03f4rcZobNs.wav,234.90767045454547,2.2003291397220694,1.868502124036874,1.1775898520084567,3.1622390579105497,5.515625,5.5,3.5113376031689865,4.543621334901383
uEs7YZxvI8o.wav,234.90767045454547,2.375424138127337,1.9456021928975011,1.2209197475202886,3.1262128427899896,5.889273356401384,5.0,3.2813428685967363,4.396968652757639
UCK1EQc6YN0.wav,258.3984375,1.2406580760146957,2.0192086905178446,0.6144278606965174,2.9634814361190487,4.8,5.0,2.9206866897351227,4.158221468984542
97Je6YPHD80.wav,234.90767045454547,2.474327427041321,1.970859147598642,1.2554562461026813,3.5477215507611204,5.618971061093248,5.0,3.364708345506626,4.870132838459503
9YrNLORWtwQ.wav,271.9983552631579,1.894174156902388,2.0721502521818067,0.9141104294478528,3.226234404902122,3.6785714285714284,2.0,3.1213611291594097,4.239731474829702
8Lan-d3JYvU.wav,287.109375,3.4259515827150624,2.332705811532257,1.4686599423631124,3.2800579136279566,5.846774193548387,6.0,3.2658975406300494,4.525678400581944
k0n7mVDVvNE.wav,303.99816176470586,4.308100847233191,2.332336822314848,1.8471177944862156,3.459592273093959,5.696969696969697,7.0,2.924747546568327,5.0295998846826775
WWg6g8P6q3I.wav,184.5703125,4.942751366857086,1.4866869345624831,3.324675324675325,3.6060310879986126,4.235294117647059,3.0,2.7933451941915157,5.786568499551353
SBrDhKEKQBk.wav,206.71875,3.796000912132744,1.7167801258620192,2.211116528522672,3.3409548707443593,6.0813953488372094,6.0,3.473896722757678,5.032823269933478
