Filename,Tempo (BPM),Clock Density (Onsets/Sec),Beat Density (Beats/Sec),Onsets per Beat,Pitch SD,Pitch Mean,Pitch Median,Pitch Entropy,Intervallic Variability
AU_z1xnWvwc.wav,234.90767045454547,4.118386097635432,1.9194526754664498,2.1456043956043955,3.1789611936658386,6.09375,7.0,3.195316435186502,4.322408275070611
wYYyNNK9maA.wav,344.53125,3.9307571126775898,2.8457970046534586,1.38125,3.127654428197307,6.133333333333334,7.0,3.2314018453921722,3.3884464818036544
fch_eulBhCA.wav,234.90767045454547,2.6127503920466313,1.9545003994437375,1.3367868294067555,3.310199423447348,5.3431372549019605,5.0,3.4816292363869055,4.604533178573459
_FZayrXmUHY.wav,271.9983552631579,2.9346776360317635,2.1215273743812957,1.38328530259366,3.0291104641596736,5.714285714285714,5.0,3.3998737308598,2.9419116728170884
s52v6jbFIh0.wav,287.109375,1.2683682303957529,2.3691606581663716,0.5353660698457721,3.1070240585847966,5.838775510204082,7.0,3.4065822657634253,4.41112684829657
Nco99EsBq3U.wav,215.33203125,2.9508196721311477,1.7527031740495291,1.6835820895522389,2.371661337731422,3.811320754716981,4.0,2.6584252900160474,3.2519907421427643
yUvWGAICn58.wav,224.69429347826087,1.9263299451298004,1.779506016385151,1.0825082508250825,3.512517299285198,5.133333333333334,5.0,3.0974432989367653,4.782619618286942
JULtTIO1Wkg.wav,166.70866935483872,3.859182984685545,1.3402838203570069,2.8793774319066148,3.556569087402828,5.328571428571428,6.5,3.3124204627621188,4.634917654901418
YQR8FR8MMAI.wav,191.40625,3.175284028857837,1.5602132397893944,2.035160289555326,3.3987428545644622,5.866666666666666,6.0,3.0937921150118832,4.715074993314695
s0eZvEqepQ4.wav,271.9983552631579,3.17715280999884,2.252981002058926,1.41019955654102,3.955056148249032,6.044444444444444,7.0,3.2402239289418526,5.579996741608693
2-5U2EAgQ4s.wav,234.90767045454547,4.061384389311099,1.9285025229244963,2.1059782608695654,3.1751531021703854,5.791666666666667,5.5,3.396721616561628,4.924968949032691
kkTjCILGPWc.wav,287.109375,3.674265771720787,2.1933117106700615,1.6752136752136753,3.0304444806001642,6.4375,7.0,2.4991276169985204,4.596519517563065
8w9lsnb_WNM.wav,322.998046875,2.413664721560575,2.5645187666581113,0.9411764705882353,3.1829053436432564,4.026315789473684,5.0,2.9225451982698942,4.8320212655359525
9alZR5bJvzY.wav,191.40625,4.894694691606349,1.5681471803497373,3.1213235294117645,2.8720179327525055,6.30188679245283,7.0,3.2560387396444352,4.06984145483035
LFGCggSx5wY.wav,198.76802884615384,4.249437281437865,1.6325854742833408,2.6028880866425994,2.674874879560122,5.634615384615385,6.0,3.0926179598217733,4.151124415147612
pDVRm1AYTCE.wav,246.09375,5.730851830697284,1.9652921199511628,2.9160305343511452,3.589611143246887,5.010416666666667,5.5,3.099825317073208,5.209133253438384
YQOPpDg-aiE.wav,206.71875,5.547677556722184,1.66273464942286,3.3364779874213837,2.837179369877679,6.636363636363637,7.0,3.2159154445151112,3.802975154722266
uw-yG2nXEFs.wav,191.40625,4.029190962891893,1.5450281135901243,2.607843137254902,2.969612289727973,4.032786885245901,3.0,3.048285698888647,4.19321541964583
LD4lZqO99fs.wav,206.71875,2.7347367586197784,1.7082600327244954,1.6008902077151335,3.119602140190468,5.4035087719298245,6.0,3.456763866207454,4.363899777751996
xP4YYzHs5no.wav,258.3984375,3.7731449804603114,2.112740537304531,1.7859007832898173,3.6237304522385965,6.27906976744186,7.0,3.3913820596702955,4.453654006948164
5Xu6MH3FD5g.wav,234.90767045454547,4.700120064629689,1.917154236888426,2.4516129032258065,3.4331844574001473,5.26530612244898,5.0,3.313790081172268,4.871214698500661
skNZFC3Lzhw.wav,234.90767045454547,3.8161228542778924,1.9703775857235775,1.9367469879518073,2.9765624944550435,5.976744186046512,6.5,3.2204379061277124,3.634323114180947
FPLZ57AfFgY.wav,206.71875,4.303069691706278,1.6420462021141604,2.6205533596837944,3.466848177801251,6.073170731707317,7.0,2.973901163422505,4.916744349668793
7M8SMe5_n3Q.wav,303.99816176470586,2.020731328145401,2.436764248645925,0.8292682926829268,3.050321755146063,5.490909090909091,5.0,3.3325043154508305,4.279220535922603
HGEZqxCod0E.wav,246.09375,2.0149248936460333,1.9677000914512042,1.024,3.1578659253154546,5.630434782608695,6.0,3.4247502724921364,4.413223675486723
KyLAPzsgpWA.wav,224.69429347826087,4.204819207578009,1.7759828495165009,2.367601246105919,3.5730025686064986,5.73469387755102,7.0,3.315828151990838,4.608218428344443
FleBi65PK9M.wav,258.3984375,4.247920040441164,2.060207665743187,2.0618892508143323,2.79562340169087,5.314285714285714,5.0,3.100153016697713,3.893922156102439
VZzhabpSmQ4.wav,246.09375,3.433725865081539,2.0368768396946275,1.6857798165137614,3.95181779758701,5.1923076923076925,5.0,3.2625905648620868,6.47314269244864
goswY7inTLE.wav,322.998046875,2.0310424570491246,2.578180425070521,0.7877813504823151,2.4448549425233996,4.608695652173913,4.0,2.7285961945290005,3.46290853722562
5lZZRcPncxk.wav,344.53125,3.6131785523724123,2.8164839026257003,1.2828685258964143,3.271292215248314,6.516129032258065,7.0,3.0385808915077095,5.092041721047549
t-ONp1Wmliw.wav,322.998046875,2.2730132991657745,2.0359505624429635,1.1164383561643836,3.4411962201534423,5.354838709677419,5.0,3.2762604255157948,5.278888771954441
45XS1R3hJmQ.wav,198.76802884615384,3.916903864208754,1.5838487101917949,2.4730290456431536,3.0195487838786548,5.456521739130435,5.5,3.2180160332676375,4.041390788598999
Qe0uQ6NXrUM.wav,156.60511363636363,2.4329637980500634,1.297349641600295,1.8753339269813,3.300814244806524,5.453857791225416,5.0,3.5082313868765915,4.617323500529278
kSjo0VGp5U8.wav,322.998046875,3.6827712875712937,2.5869773768522277,1.4235807860262009,3.517240758435614,6.484848484848484,8.0,3.1435136359281337,5.540246920264475
tfLtyEZ9iP8.wav,322.998046875,2.8999054259132997,2.629379550003299,1.1028858218318696,3.3414996385920417,5.327272727272727,5.0,3.389561985858574,5.085955270653603
DCYu7HWdx6Q.wav,303.99816176470586,3.5234399537989236,2.5596004012198703,1.3765586034912718,2.514060357212738,6.258064516129032,7.0,2.9127701002209303,3.678163793102326
EggkVlVKCa8.wav,191.40625,2.4326059558817703,1.580123810052235,1.5395033860045146,3.6478275079574156,5.528735632183908,6.0,3.244900418752049,5.10698150971947
